id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
108988,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.744,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
109516,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.572,0.0,10.954503,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
111513,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.696,0.0,15.492023,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
112112,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.704,0.0,15.492024,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
48249,1.0E-5,udp,-,INT,2,0,104,0,100000.0025,254,0,4.16E7,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
48902,0.801351,tcp,-,FIN,12,8,1066,734,23.709959,254,252,9763.511719,6419.159668,3,2,71.605909,102.662,3995.697214,163.372391,255,3207298096,3757167157,255,0.124429,0.082712,0.041717,89,92,0,0,3,1,9,1,1,3,0,0,0,1,3,0,Fuzzers,1
49993,3.956003,udp,dns,INT,116,0,17078,0,29.069746,254,0,34238.59766,0.0,0,0,34.400027,0.0,38.490184,0.0,0,0,0,0,0.0,0.0,0.0,147,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Fuzzers,1
50607,2.060678,tcp,-,FIN,10,8,564,354,8.249712,254,252,1972.166382,1203.487427,2,1,224.221667,281.742844,13833.61675,429.766344,255,2933338584,4085545447,255,0.16397,0.088467,0.075503,56,44,0,0,5,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
51454,2.21056,tcp,-,FIN,60,318,2826,397822,170.545014,62,252,10057.17969,1435187.375,6,157,37.467118,6.917006,1844.701167,778.977335,255,3382924811,243572720,255,0.061989,0.016999,0.04499,47,1251,0,0,2,1,2,1,1,2,0,0,0,2,2,0,Exploits,1
52499,0.448814,tcp,http,FIN,10,6,1062,268,33.421417,254,252,17040.4668,3992.745361,2,1,49.688,72.159602,2537.693283,97.269602,255,3371551099,145094989,255,0.182679,0.088013,0.094666,106,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
53087,1.0E-6,udp,-,INT,2,0,168,0,1000000.003,254,0,6.72E8,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,9,2,1,1,1,2,0,0,0,4,2,0,Reconnaissance,1
53967,6.0E-6,swipe,-,INT,2,0,200,0,166666.6608,254,0,1.33333328E8,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,6,0,0,0,19,6,0,Exploits,1
54495,6.0E-6,unas,-,INT,2,0,200,0,166666.6608,254,0,1.33333328E8,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,1,1,2,0,0,0,1,2,0,Exploits,1
57747,5.0E-6,iplt,-,INT,2,0,200,0,200000.0051,254,0,1.6E8,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,4,0,0,0,1,3,0,DoS,1
58155,0.972206,tcp,-,FIN,18,20,1026,5746,38.057778,62,252,7973.618652,44920.51953,6,8,57.188588,50.254314,3268.055948,3142.093043,255,4154562236,259874771,255,0.042263,0.0167,0.025563,57,287,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
60758,0.969905,tcp,-,FIN,10,6,534,268,15.465432,254,252,3967.398682,1847.603638,2,1,102.199889,173.173,5848.601836,279.828,255,721123056,4218869107,255,0.184617,0.104037,0.08058,53,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
61054,0.524614,tcp,http,FIN,16,12,3558,2162,51.466414,254,252,50871.69141,30224.12891,5,4,34.974267,46.24209,1771.183864,61.387047,255,2180010890,2054320541,255,0.053336,0.007154,0.046182,222,180,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
61313,0.674714,tcp,-,FIN,12,8,1040,742,28.160078,254,252,11311.45898,7706.96875,3,2,59.989548,88.73143,3453.784302,160.106063,255,1329785114,1743323148,255,0.100492,0.053586,0.046906,87,93,0,0,8,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
61650,0.626816,tcp,http,FIN,10,6,920,268,23.930469,254,252,10567.69531,2858.893311,2,1,69.639444,117.263797,4117.458287,210.943781,255,907341078,2587344979,255,0.095692,0.040494,0.055198,92,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Reconnaissance,1
66279,9.0E-6,bna,-,INT,2,0,200,0,111111.1072,254,0,8.8888888E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Fuzzers,1
67642,3.0E-6,unas,-,INT,2,0,200,0,333333.3215,254,0,2.66666656E8,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,23,6,0,Exploits,1
68059,0.431817,tcp,ftp-data,FIN,8,8,364,854,34.736938,62,252,5909.911133,13857.72266,1,2,61.688143,53.919285,3961.922499,116.489609,255,2966186175,1851882647,255,0.095275,0.047064,0.048211,46,107,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Exploits,1
70476,0.872972,tcp,smtp,FIN,22,20,2885,1834,46.965996,62,252,25237.92188,15973.02051,8,8,41.570097,45.568633,1961.605342,51.520957,255,1806085899,1592298205,255,0.051415,0.006553,0.044862,131,92,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Exploits,1
73397,58.737652,ospf,-,INT,34,0,3672,0,0.56182,254,0,485.412659,0.0,0,0,1779.929,0.0,1999.1395,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,2,2,1,2,1,1,0,0,0,2,1,0,Fuzzers,1
74261,0.626877,tcp,-,FIN,10,8,564,354,27.118557,254,252,6482.930176,3956.118896,2,1,69.153556,88.673,5455.189936,138.759781,255,4063337108,4116400843,255,0.050836,0.006157,0.044679,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
74719,5.0E-6,udp,-,INT,2,0,168,0,200000.0051,254,0,1.344E8,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
75064,1.609517,tcp,smtp,FIN,24,20,6067,1700,26.71609,62,252,28903.08203,8027.25293,9,8,69.944436,80.504578,3566.266508,99.568008,255,2714873746,1716720507,255,0.133725,0.079925,0.0538,253,85,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
75690,1.176412,tcp,-,FIN,28,82,1436,86860,92.654615,62,252,9418.46875,583475.875,6,39,43.570815,14.156975,2227.441351,1296.277231,255,375787421,644270703,255,0.056133,0.009091,0.047042,51,1059,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
79393,0.947158,tcp,-,FIN,10,6,534,268,15.836851,254,252,4062.680176,1891.97583,2,1,104.070222,177.382,6343.205576,327.449031,255,2483259741,3850253614,255,0.122799,0.06024,0.062559,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
79589,1.292231,tcp,-,FIN,10,8,1014,354,13.155543,254,252,5652.240234,1919.161621,2,1,143.581222,178.400281,10596.89165,271.647219,255,3179473631,647310164,255,0.104045,0.041999,0.062046,101,44,0,0,1,1,2,1,1,1,0,0,0,28,2,0,Fuzzers,1
80792,17.781,ospf,-,INT,22,0,5984,0,1.181036,254,0,2569.934082,0.0,0,0,846.714313,0.0,1094.3595,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,2,1,1,3,0,0,0,2,1,0,Reconnaissance,1
81085,9.0E-6,ipv6,-,INT,2,0,200,0,111111.1072,254,0,8.8888888E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
82155,0.199049,tcp,-,FIN,10,6,634,268,75.35833,254,252,22949.12305,9002.808594,2,1,20.390889,38.187,1092.454539,65.304023,255,4181303234,2449429650,255,0.056165,0.008111,0.048054,63,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
83908,1.0E-5,unas,-,INT,2,0,200,0,100000.0025,254,0,8.0E7,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,6,5,5,13,0,0,0,6,9,0,Analysis,1
84579,7.0E-6,udp,-,INT,2,0,168,0,142857.1409,254,0,9.6E7,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
87251,0.920767,tcp,-,FIN,14,10,774,556,24.979175,254,252,6246.96582,4352.892578,4,3,70.828231,97.945445,3581.083587,137.183922,255,2708799869,4088037673,255,0.12462,0.038539,0.086081,55,56,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
88282,0.866353,tcp,-,FIN,32,14,27212,728,51.941877,254,252,243429.6406,6242.259277,13,3,27.40371,61.34223,2365.476065,88.794664,255,1217789649,2036685829,255,0.117147,0.068896,0.048251,850,52,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
88283,1.0E-5,unas,-,INT,2,0,200,0,100000.0025,254,0,8.0E7,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,5,4,4,14,0,0,0,5,12,0,Exploits,1
88475,19.206896,tcp,-,FIN,410,2646,17868,3537086,159.057457,62,252,7424.416992,1472700.25,6,1320,46.960625,7.247264,2594.12589,1008.16615,255,3390915672,1893199565,255,0.06366,0.013491,0.050169,44,1337,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
89865,9.0E-6,udp,-,INT,2,0,478,0,111111.1072,254,0,2.12444432E8,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,239,0,0,0,24,2,6,5,1,24,0,0,0,5,24,0,Fuzzers,1
91416,9.0E-6,ippc,-,INT,2,0,200,0,111111.1072,254,0,8.8888888E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,3,3,16,0,0,0,4,12,0,Exploits,1
92827,59.687565,ospf,-,INT,106,0,28832,0,1.75916,254,0,3827.933105,0.0,0,0,568.453062,0.0,716.658688,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
94864,0.272596,tcp,http,FIN,10,8,808,934,62.363351,62,252,21364.95117,24006.2207,2,2,30.288444,37.810285,1480.225856,53.755754,255,2801226965,2429232642,255,0.052124,0.007258,0.044866,81,117,1,52,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
95779,0.281736,tcp,http,FIN,12,20,866,18732,110.032092,62,252,22545.92969,505324.1563,2,8,25.612364,12.045369,1437.797476,1143.232457,255,887056456,144928744,255,0.103888,0.052181,0.051707,72,937,1,8704,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
97558,1.462146,tcp,ftp-data,FIN,8,8,364,1528,10.258893,62,252,1745.379639,7315.274902,1,2,208.739286,198.223719,13990.68819,319.851313,255,1928275840,4267817112,255,0.150189,0.074576,0.075613,46,191,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
97859,1.0E-5,udp,-,INT,2,0,984,0,100000.0025,254,0,3.936E8,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,492,0,0,0,5,2,3,3,1,5,0,0,0,3,5,0,Fuzzers,1
98786,0.285564,tcp,http,FIN,10,14,790,10728,80.542364,62,252,19918.47656,279082.7813,2,5,31.660667,19.244385,1582.327927,1435.170893,255,406750217,3127367007,255,0.074161,0.035381,0.03878,79,766,1,4842,1,1,1,1,1,1,0,0,1,10,1,0,Exploits,1
102379,0.946573,tcp,-,FIN,10,8,564,354,17.959523,254,252,4293.382324,2619.977539,2,1,100.852667,127.057859,6458.269939,184.802391,255,36298294,4173694875,255,0.137799,0.057159,0.08064,56,44,0,0,7,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
104499,8.0E-6,udp,-,INT,2,0,104,0,125000.0003,254,0,5.2E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,13,2,1,1,1,4,0,0,0,2,4,0,Fuzzers,1
106164,6.0E-6,ttp,-,INT,2,0,200,0,166666.6608,254,0,1.33333328E8,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,Fuzzers,1
106299,9.0E-6,unas,-,INT,2,0,200,0,111111.1072,254,0,8.8888888E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0,Exploits,1
109491,4.0E-6,unas,-,INT,2,0,200,0,250000.0006,254,0,2.0E8,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,Backdoor,1
113363,8.359896,tcp,smtp,FIN,566,106,740789,5604,80.264159,62,252,707646.125,5312.984863,280,8,14.794756,78.684352,1655.556692,90.473641,255,1967478921,674652641,255,0.193179,0.098034,0.095145,1309,53,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
114263,9.0E-6,udp,-,INT,2,0,104,0,111111.1072,254,0,4.622222E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,2,0,0,0,2,3,0,Fuzzers,1
117026,3.0E-6,i-nlsp,-,INT,2,0,200,0,333333.3215,254,0,2.66666656E8,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,1,1,15,0,0,0,4,8,0,Exploits,1
118312,3.0E-6,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E8,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,Generic,1
118470,8.0E-6,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.7E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,12,12,12,30,0,0,0,12,30,0,Generic,1
119646,9.0E-6,unas,-,INT,2,0,200,0,111111.1072,254,0,8.8888888E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,2,2,5,0,0,0,5,5,0,DoS,1
119716,1.0E-6,udp,dns,INT,2,0,114,0,1000000.003,254,0,4.56E8,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,15,14,14,15,0,0,0,15,15,0,Generic,1
119972,3.0E-6,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E8,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,15,15,8,16,0,0,0,15,16,0,Generic,1
122421,9.0E-6,unas,-,INT,2,0,200,0,111111.1072,254,0,8.8888888E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Exploits,1
125454,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,17,16,16,16,0,0,0,17,16,0,Generic,1
130027,6.0E-6,udp,dns,INT,2,0,114,0,166666.6608,254,0,7.6E7,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,12,12,12,28,0,0,0,12,28,0,Generic,1
130329,1.822689,tcp,-,FIN,16,12,1424,642,14.813278,254,252,5859.474609,2585.191406,5,3,118.367601,155.503359,6230.160805,220.879719,255,1594140840,501839172,255,0.207471,0.112143,0.095328,89,54,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
130495,5.0E-6,udp,dns,INT,2,0,114,0,200000.0051,254,0,9.12E7,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,12,12,12,30,0,0,0,12,30,0,Generic,1
135794,8.0E-6,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.7E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,34,34,16,34,0,0,0,34,34,0,Generic,1
136911,3.0E-6,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E8,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,7,7,7,7,0,0,0,9,7,0,Generic,1
137609,0.95322,tcp,-,FIN,14,8,6600,812,22.030591,254,252,51438.28125,5967.143066,4,2,71.855233,127.947,4625.796573,219.331719,255,1914200589,996178066,255,0.122828,0.057583,0.065245,471,102,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
137711,8.0E-6,unas,-,INT,2,0,200,0,125000.0003,254,0,1.0E8,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Exploits,1
137817,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,16,16,16,27,0,0,0,16,27,0,Generic,1
138411,1.007627,tcp,-,FIN,32,14,26766,764,44.659382,254,252,205869.8281,5637.006348,12,4,32.475453,74.160922,2485.27146,115.488469,255,677781131,2801017141,255,0.086785,0.043529,0.043256,836,55,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
141555,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,14,14,4,34,0,0,0,14,34,0,Generic,1
141642,5.0E-6,udp,dns,INT,2,0,114,0,200000.0051,254,0,9.12E7,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,16,33,0,Generic,1
142556,1.409524,tcp,-,FIN,60,14,68193,612,51.790535,254,252,380593.75,3229.458984,27,1,22.926441,97.063766,2354.4658,146.342922,255,312640594,2613084565,255,0.290306,0.147687,0.142619,1137,44,1,0,5,1,1,1,1,2,0,0,1,2,2,0,Fuzzers,1
144865,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,18,17,17,19,0,0,0,17,19,0,Generic,1
146757,1.285237,tcp,http,FIN,14,16,1524,10276,22.563933,62,252,8813.938477,59967.15234,4,6,98.796231,80.976869,5206.90844,5181.069343,255,2593448590,3567297796,255,0.141788,0.070578,0.07121,109,642,1,0,2,1,2,1,1,2,0,0,2,1,2,0,DoS,1
147822,7.0E-6,udp,dns,INT,2,0,114,0,142857.1409,254,0,6.5142856E7,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,18,18,10,31,0,0,0,18,31,0,Generic,1
147877,8.0E-6,vines,-,INT,2,0,200,0,125000.0003,254,0,1.0E8,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
148211,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,1,1,1,23,0,0,0,1,23,0,Generic,1
148725,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,17,17,17,23,0,0,0,17,23,0,Generic,1
150980,8.0E-6,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.7E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,12,12,12,27,0,0,0,12,27,0,Generic,1
151303,3.0E-6,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E8,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,7,18,0,0,0,19,18,0,Generic,1
153661,4.0E-6,udp,dns,INT,2,0,114,0,250000.0006,254,0,1.14E8,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,17,17,17,28,0,0,0,18,28,0,Generic,1
153736,1.0E-6,udp,dns,INT,2,0,114,0,1000000.003,254,0,4.56E8,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,11,18,0,0,0,18,18,0,Generic,1
155782,0.485546,tcp,-,FIN,10,6,534,268,30.893057,254,252,7925.098633,3690.69043,2,1,51.209222,84.810797,2740.74321,128.930695,255,4197294027,2331018187,255,0.142279,0.061483,0.080796,53,45,0,0,4,1,1,2,1,3,0,0,0,2,3,0,Fuzzers,1
157982,2.188169,tcp,smtp,FIN,22,24,3909,1928,20.565139,62,252,13644.28418,6756.333496,8,8,104.198525,92.129391,5964.893301,124.303078,255,1800116000,4176098681,255,0.113988,0.068502,0.045486,178,80,0,0,1,1,2,1,1,1,0,0,0,18,1,0,Exploits,1
158877,2.343542,tcp,http,FIN,10,6,734,268,6.400568,254,252,2256.413574,764.65448,2,1,257.229667,449.838406,19358.63776,861.18025,255,2666736370,143302724,255,0.217218,0.094341,0.122877,73,45,1,0,1,1,2,1,1,1,0,0,1,1,2,0,Exploits,1
158896,5.0E-6,udp,dns,INT,2,0,114,0,200000.0051,254,0,9.12E7,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,19,19,9,23,0,0,0,19,23,0,Generic,1
159799,1.0E-6,udp,dns,INT,2,0,114,0,1000000.003,254,0,4.56E8,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,16,16,0,Generic,1
160661,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,34,0,0,0,17,33,0,Generic,1
161500,8.0E-6,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.7E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,16,16,0,Generic,1
163266,2.635875,tcp,http,FIN,10,12,850,4806,7.966994,62,252,2321.80957,13372.40918,2,3,292.875,230.946818,22886.59324,18144.61465,255,675621479,4103727157,255,0.193472,0.094748,0.098724,85,401,1,1894,2,1,1,1,1,2,0,0,1,1,2,0,Exploits,1
163420,1.464498,tcp,-,FIN,36,144,1798,170035,122.226179,62,252,9554.126953,922391.125,6,70,41.842801,10.118797,2030.621222,1012.847076,255,275352649,3534445804,255,0.068764,0.016481,0.052283,50,1181,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
164901,6.0E-6,udp,dns,INT,2,0,114,0,166666.6608,254,0,7.6E7,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,7,6,6,26,0,0,0,6,26,0,Generic,1
166136,9.0E-6,udp,-,INT,2,0,176,0,111111.1072,254,0,7.8222216E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,0,0,5,2,1,1,1,4,0,0,0,2,4,0,Fuzzers,1
168190,8.0E-6,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.7E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,17,16,0,Generic,1
168749,4.0E-6,udp,dns,INT,2,0,114,0,250000.0006,254,0,1.14E8,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,6,6,6,16,0,0,0,6,16,0,Generic,1
169176,8.0E-6,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.7E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,16,33,0,0,0,33,33,0,Generic,1
169793,9.0E-6,udp,-,INT,2,0,168,0,111111.1072,254,0,7.4666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
170995,9.0E-6,udp,dns,INT,2,0,114,0,111111.1072,254,0,5.0666664E7,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,19,17,17,17,0,0,0,18,17,0,Generic,1
171039,5.0E-6,udp,dns,INT,2,0,114,0,200000.0051,254,0,9.12E7,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,30,30,13,37,0,0,0,31,37,0,Generic,1
171137,1.333335,tcp,-,FIN,10,8,2234,354,12.749984,254,252,12065.98438,1859.997559,2,1,145.210222,210.124,8035.057325,322.153625,255,1363198408,1645579781,255,0.248161,0.072582,0.175579,223,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
172689,8.0E-6,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.7E7,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,16,16,16,26,0,0,0,17,26,0,Generic,1
174657,3.0E-6,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E8,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,17,17,17,18,0,0,0,17,18,0,Generic,1
